-1151, 348, 288
-1108, 351, 276
-1037, 337, 275
-993, 284, 275
-958, 244, 243
-952, 228, 229
-947, 213, 222
-951, 174, 222
-960, 105, 268
-962, 40, 333
-982, 9, 454
-982, 9, 454
-1005, -3, 476
-1003, -21, 424
-977, -57, 386
-962, -90, 416
-961, -75, 421
-971, -80, 423
-941, -123, 399
-896, -159, 403
-896, -159, 403
-876, -177, 413
-891, -177, 391
-911, -180, 414
-917, -198, 484
-856, -255, 455
-874, -255, 422
-933, -259, 452
-944, -307, 472
-935, -357, 531
-935, -358, 560
-941, -336, 502
-945, -340, 469
-928, -362, 478
-903, -382, 484
-894, -387, 514
-884, -406, 503
-848, -443, 445
-,-,-
-889, -363, 52
-757, -478, -153
-817, -461, -35
-838, -462, 137
-740, -587, 122
-667, -661, 141
-667, -661, 141
-596, -700, 148
-622, -637, 173
-758, -484, 202
-842, -351, 163
-853, -329, 187
-797, -388, 169
-832, -353, 178
-956, -198, 175
-1011, -118, 156
-947, -174, 138
-861, -265, 166
-891, -196, 203
-937, -119, 270
-891, -132, 288
-864, -190, 320
-907, -129, 281
-1113, 119, 249
-1236, 241, 317
-1206, 207, 331
-1118, 135, 259
-1188, 233, 256
-1315, 369, 326
-1315, 369, 326
-1331, 395, 344
-1227, 312, 317
-1151, 243, 324
-1128, 227, 333
-1109, 232, 316
-1081, 234, 291
-1060, 231, 301
-1055, 253, 302
-1059, 284, 273
-1060, 292, 266
-1033, 276, 274
-1002, 234, 327
-967, 223, 315
-962, 206, 284
-956, 173, 307
-972, 137, 396
-972, 137, 396
-970, 125, 385
-982, 127, 347
-976, 112, 344
-937, 75, 319
-942, 56, 314
-960, 33, 325
-944, 28, 326
-944, 28, 326
-936, 11, 358
-957, 42, 392
-967, 30, 350
-968, 37, 257
-976, 43, 301
-1008, 52, 366
-1008, 52, 366
-1015, 9, 376
-1009, -17, 390
-981, -49, 409
-951, -73, 413
-962, -89, 421
-957, -130, 411
-957, -139, 406
-948, -182, 436
-900, -263, 462
-875, -321, 482
-859, -386, 510
-850, -419, 493
-850, -419, 493
-856, -439, 487
-859, -438, 487
-846, -457, 461
-,-,-
-955, -294, 104
-800, -402, -2
-784, -448, -60
-784, -448, -60
-844, -411, 180
-828, -469, 350
-727, -494, 273
-592, -574, 230
-619, -568, 277
-682, -480, 292
-771, -371, 272
-819, -324, 241
-809, -347, 207
-874, -267, 226
-985, -118, 281
-1054, -62, 383
-1042, -23, 366
-1028, 52, 300
-1028, 97, 261
-1071, 148, 292
-1092, 185, 345
-1086, 217, 370
-1093, 281, 349
-1093, 281, 349
-1103, 288, 346
-1107, 261, 330
-1099, 294, 269
-1107, 338, 289
-1079, 317, 328
-1097, 362, 340
-1175, 471, 383
-1206, 522, 382
-1198, 559, 336
-1158, 550, 301
-1125, 517, 243
-1108, 512, 257
-1106, 505, 349
-1026, 450, 369
-925, 387, 339
-896, 385, 323
-890, 424, 263
-890, 424, 263
-871, 382, 192
-825, 279, 194
-870, 209, 300
-940, 123, 437
-970, 93, 431
-990, 67, 425
-1002, -3, 473
-1012, -77, 492
-1054, -119, 536
-1082, -119, 589
-1062, -143, 591
-1046, -201, 529
-1015, -238, 474
-977, -264, 453
-922, -280, 438
-922, -280, 438
-858, -329, 399
-839, -365, 408
-848, -369, 470
-842, -360, 467
-806, -409, 456
-822, -446, 493
-849, -452, 496
-844, -467, 463
-,-,-
-866, -302, 146
-696, -433, -3
-620, -492, -130
-696, -446, 25
-890, -306, 281
-823, -382, 347
-580, -587, 219
-462, -735, 216
-637, -636, 392
-843, -400, 578
-782, -414, 461
-733, -368, 356
-659, -502, 272
-819, -314, 290
-1040, -67, 498
-1050, -14, 453
-950, -71, 319
-950, -71, 319
-846, -160, 273
-929, -101, 374
-1111, 79, 516
-1160, 118, 560
-1078, 58, 448
-993, -25, 364
-1058, 31, 352
-1252, 250, 470
-1305, 332, 511
-1189, 268, 405
-1076, 187, 368
-1167, 249, 454
-1272, 371, 540
-1257, 395, 531
-1170, 354, 451
-1170, 354, 451
-1132, 353, 401
-1135, 373, 404
-1135, 412, 410
-1078, 355, 403
-1000, 288, 360
-957, 246, 348
-956, 244, 381
-947, 231, 397
-916, 155, 402
-906, 129, 393
-886, 93, 406
-896, 43, 452
-896, 43, 452
-922, 25, 449
-920, -18, 412
-917, -46, 398
-921, -51, 418
-939, -67, 482
-951, -91, 486
-944, -142, 456
-919, -190, 419
-919, -190, 419
-918, -203, 450
-931, -213, 481
-954, -218, 466
-950, -255, 480
-917, -296, 483
-891, -323, 459
-881, -334, 447
-867, -317, 410
-865, -300, 391
-896, -268, 444
-859, -284, 409
-834, -310, 377
-875, -308, 434
-902, -285, 450
-911, -297, 536
